text,user_id,username,likes,comment_id,post_id,post_title,channel,published_at,updated_at,reply_count,party,source_file,search_query,sentimiento,confianza
"Bien extraño todo esto primero dicen que el 92% de la población rechaza los partidos del actual congreso sin embargo esos mismos partidos son los que puntean según ellos las encuestas, mientras que en las plazas de los departamentos los rechazan, no los dejan hacer sus reuniones, les tiran globos de agua en la cara, huevos o simplemente los obligan a retirarse.
Pero estás encuestadoras se empecinan en esos resultados.",UCaGKj1QKAE-0YrOL3exFZhg,@rogerdanielmandujanosantiv8833,0,UgzvDJhP3gizKMgFVgB4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:34:11Z,2026-04-05T18:34:11Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8507484793663025
"Al pueblo peruano NO IMPORTAN  las encuestas de mafias corruptas asesinas narcos terroristas fujiapristas y la derecha  bruta achorada, encabezados por sra. KK .",UCg2nnRLEpHZKyyIzh-nCOIQ,@MarcosNajarroBalboa,0,UgxFFYW-8ZtNfOsZYvV4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:33:20Z,2026-04-05T18:33:20Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9519411325454712
Esas encuestas la hicieron en las instalaciones de RPP ... por eso salió así el resultado,UCjNxzydGVIRNig1byMS_gkA,@Josafat.Alonso,0,Ugw7oaTmt8Bihdttzmh4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:32:22Z,2026-04-05T18:32:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5749308466911316
Belmont presidente,UCxVMeyFk48p-tr1t2J3DV5Q,@walterquispe7069,0,Ugwj8ylRA06NVFnXI5R4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:32:10Z,2026-04-05T18:32:10Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.6744829416275024
"No creo en estas encuestas porque dice que Keiko sube, no llena ni una plaza, puras mentiras. Lo que quieren es influenciar en nuestro votos, con éstos primeros puestos",UCkJvrbTIFogRGyqVOuJj-yA,@soniainca6156,0,Ugziyr3eHXTLmMFCzwx4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:29:32Z,2026-04-05T18:29:32Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9181782603263855
BELMONT presidente del Perú,UCjNxzydGVIRNig1byMS_gkA,@Josafat.Alonso,0,UgwSsSIm_-lNVHox2654AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:28:46Z,2026-04-05T18:28:46Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.49087977409362793
"El nuevo Presidente del Perú,  todos saben quien es.  Vamos a derrotar la corrupción,  ladrones afuera , se verán obras que nunca se hicieron en Perú, se aprobará leyes para que los pobres tengan derecho a tener recursos del Estado., pertenece al Evangelio , un hombre empresario y capaz de gobernar un Pais. Ganará solo en primera vuelta.. El futuro de los peruanos esta en sus manos y  vamos a elegir un buen Presidente del Perú  un representante.",UCjeSS-SfHk3zVh_xArNf8Bg,@markogetze8622,0,Ugy27QLgjj5zdb56rEh4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:28:09Z,2026-04-05T18:28:09Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4383644163608551
Según las encuestadoras los primeros candidatos suben y  bajan generalmente en base a su margen de error. ¿Seguimos sin saber a que ciudadanos encuestan? Si uno sale a una plaza y hacen un pequeño sondeo de voto se da cuenta que las encuentadoras no están ni cerca de la intención de voto del pueblo. Que fácil se la llevan y que poco cuestionadas por los  periodistas.,UCI80-90VenEkIlwoLukyHrA,@luismendozavaldivia8133,0,UgyETbnoUYnwR9xbgbN4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:27:42Z,2026-04-05T18:30:05Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.7741954922676086
"RPP TRATANDO POR TODOS LOS MEDIOS Y A COMO DE LUGAR MANIPULAR Y LLEVAR A CONFUCION Y DIRECCIONA A SU FAVORITO 
AYAYAYYYYYY",UC3dRrhs8g9_PohXjFwEd9pg,@julianalbertosotoatuncar5944,0,UgyfpkCb1GvrtR2t8214AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:26:04Z,2026-04-05T18:26:04Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.7328895330429077
Cuando no CPI...por que no hace un simulacro de votación con la cédula completa y no direccionada con los partidos que le conviene poner,UCfgGZQFPvJ52gp3hE6FqtaA,@LuisC-j5v,0,Ugzc8UylSlQ3t_iGhq14AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:25:19Z,2026-04-05T18:25:19Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.45903974771499634
NO LE HAGAN CASO A LAS ENCUESTAS NI OPINIONES MANIPULADORAS.  VOTA POR EL CANDIDATO QUE A TI TE GUSTE Y NO LE HAGAS CASO A NADIE.,UC9KLbr4OnSJsoTJXnyjzcLQ,@Arkanus69,1,UgwMN_mSszcevUSe9Ud4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:25:18Z,2026-04-05T18:25:18Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.45705080032348633
NO LE HAGAN CASO A LAS ENCUESTAS NI OPINIONES MANIPULADORAS.  VOTA POR EL CANDIDATO QUE A TI TE GUSTE Y NO LE HAGAS CASO A NADIE.,UC9KLbr4OnSJsoTJXnyjzcLQ,@Arkanus69,0,Ugyf6SRaG2y7u6cSo9F4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:24:46Z,2026-04-05T18:24:46Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.45705080032348633
"Esas encuestadoras deberían ser sancionadas por brindar falsa información ..siempre se venden a los fujimoris...y los medios de comunicación lo saben,Pero igual difunden mentiras",UC-PSQMlCIIncKdkB65_yDtw,@hectorcosio8753,0,Ugw0nC3d2B9iklvLfGl4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:23:26Z,2026-04-05T18:23:26Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9532557725906372
debe de ser verificado por un notario publico ou simplemente las encuestadoras NO DEBEN DE EXISITIR,UCYgEW4LPLPep-7SL76qg06w,@ivanzq21,0,Ugzth4UoOggt4GvzLzd4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:20:36Z,2026-04-05T18:20:36Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5514156222343445
"Vamos con jorge Nieto!!!
Anti pacto mafioso",UCXnTay2HvPx1ezj1G-NyVng,@lidiamarita,0,UgxPglNgEmmRXk5LUvB4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:20:35Z,2026-04-05T18:20:35Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6747204661369324
"TODOS A MARCAR LAS 5 R DE RENOVACION POPULAR , POR EL GORDO RAFAEL LOPEZ ALIAGA , EL POPULAR PORKY",UC8y6WbDt30so8_zee3yivrg,@lettstar,0,UgxftWpO6wdUhrJ8XZx4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:19:11Z,2026-04-05T18:19:11Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5152179598808289
RESULTADOS MUY LEJOS DE LA REALIDAD,UCzo1Ij2P0I4kURamzqTTeQw,@juanverdeverde777,0,UgwY4HKRbNnAOBYaVLd4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:18:54Z,2026-04-05T18:18:54Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4266165792942047
"😅😅 ja ja ja quieren como sea a Keiko en segunda vuelta, esta vez no les resultara el jueguito, RLA en primera vuelta el Peru ya abrio los ojos",UC7TO8hC3vrEoaGFBOdfWAdQ,@anaarroyo1456,0,Ugzc1BjfWaJvl-t03TV4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:18:53Z,2026-04-05T18:18:53Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.497185081243515
Nadie cree en las encuestas,UCj0MW9y4N387qBCEW9u65_g,@rsrepresentacionesyservici7645,0,Ugypp3jNGavbnTUfmAJ4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:17:01Z,2026-04-05T18:17:01Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.583191990852356
Ja ja ja la DBA comprando encuestas.,UCJfppgQN2B7-9RhomwWn07g,@victormanueltomassaldana2368,1,Ugyegq4bm_MGb6sjTLR4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:15:11Z,2026-04-05T18:15:11Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5127103924751282
"RLA como no le paga a CPI, no lo pone arriba en las encuestas, ya que esta institucion solo vive de sondeos y coloca siempre al que le paga un buen monto  por debajo de la mesa.Lo mismo sucede con IPSSO y DATUM y EL DIARIO LA REPUBLICA, todos se encargan de mentir a la poblacion para que voten por otros segun le convengan, asi lo hicieron en las anteriores elecciones y les dio resultado, veremos si ahora pasa lo mismo con estos traidores de la patria; porque  no muestra la voluntad del pueblo.",UCICyu92NbB37TpDx7SjjBzw,@AMERICOGAVILANZAMORA-n8t,6,Ugw3AefQOd8aPtoNp6p4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:13:52Z,2026-04-05T18:13:52Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5387586355209351
Hasta el ojete está encuesta,UCJPgk0b4HSsjys0qCWJVTbA,@jac-duenas,1,Ugwrb6SrRl_KQeq4UcJ4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:12:37Z,2026-04-05T18:12:37Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9330906271934509
Más falso que el amor de tu suegra,UCE8JPE52BVOzu9WA6TbnH-g,@stephaniealisonfernandezgu9541,1,UgzVcHS6KLNQrX_VqiB4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:09:14Z,2026-04-05T18:09:14Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8406952619552612
popy presidente,UC0pd6NoUcrrzurfIW186nBw,@alcidesymarilu,1,UgzTP1jJD0WW3sTpKMR4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:08:58Z,2026-04-05T18:08:58Z,1,neutral,rpp_elecciones.json,rpp elecciones,positive,0.492446631193161
Cuánto le pagaron a estás encuestadoras el día de las elecciones se les caerá la máscara.,UCvHgyM-3kVJTgSjTSze9LAQ,@DomingoSaucedo-k6m,2,Ugx4ZDhWAp5pFs7PCTJ4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:08:53Z,2026-04-05T18:08:53Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8570672273635864
Estás encuestadoras deberían ser sentenciados a 30 años de cárcel por corruptos junto con los de la onpe ya es nota que están preparando el gran fraude a favor de la china corrupta,UConFA7-awvkC9vWBOEX7VYw,@JorgewalterAguirreabrill,2,UgzbJUZoW8usX-2bDad4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:08:42Z,2026-04-05T18:08:42Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9665242433547974
YO SIGO CON PORKY PESE A QUE NO SOY PORKYLOVER NO SE PORQUE DICEN QUE BAJA  YO PREFIERO LA EXPERIENCIA DE RAFAEL A LOS DEMAS SI ALGO SE PUEDE RESCATAR A PORKY ES SU EJECUCION ESO ES LO QUE SE NECESITA LOS DEMAS SON UN DADO AL AIRE,UCO1VBzOJSVgVXrnSug8207g,@JoseRamos-sc1un,1,Ugy26sBvC4JX2RsDs_h4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:07:39Z,2026-04-05T18:07:39Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5699542760848999
AHORA ALFREDO BENAVIDES ES JEFE DE LA ENCUESTADORA TRUCHA DE CPI? JAJAJAJAJAJAJAJA,UCag4XYY7dLj809gCaE0Imtg,@aguasturbias21,0,Ugx0rkQmof3vHsGmEkJ4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:04:50Z,2026-04-05T18:04:50Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.6720138788223267
"NADIE LES CREE..PORKY EN ANDAHUAYLAS Y PUNO DONDE SUPUESTAMENTE NO PODIA ENTRAR...LLENO PLAZAS...AREQUIPA, TACNA, AYSCUCHO, ETC ...EN TODOS LLENO PLAZAS...",UCtznK4vqFFZ7-PRi0akfLyA,@weidifloresvillanueva366,0,UgzGD3dDVaKQ89dfzA14AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:04:01Z,2026-04-05T18:04:47Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5421109199523926
"¡ENCUESTA MAFIOSA... COSTO DE PROMOCIÓN, DINERO DE LA KORRUPCIÓN... NO CREAN EN ESTAS MANIOBRAS DE MANIPULACIÓN!!!",UCDquEGf4_bsTKCwpkf8q1-Q,@juancarlosinzarivas,0,Ugx4D76s1VfPr78BZn94AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:02:11Z,2026-04-05T18:02:11Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9688349366188049
"Ricardo BELMONT, vamos Gente. Un hombre justo, con antecedentes positivos.",UCx-rKKht7ONvoQAKbCRV7NA,@azul10770,0,UgwL9V0Yr4aJLH_YMNR4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:01:27Z,2026-04-05T18:01:27Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.8510257005691528
NO Creo en esas. Encuestas. Les Digo. Que Lopes. Chau.  Está sobre todos.,UCfi_mGehpRzVyMTzIdYT89A,@victorvasquez5620,0,UgxAJ1kfPAR-TPhEmaN4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:01:10Z,2026-04-05T18:01:10Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6375452876091003
No les CREO NADA .,UCtX-EiEbj6yGI7I4_qWiO-A,@silviavilchez9708,0,UgwJl0-KB2oYoQ57yad4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T18:01:02Z,2026-04-05T18:01:02Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.8539166450500488
"No le creo a cpi ,Lópes Aliaga está primero y la corrupta Keiko esta pagando a los dueños de las encuestadoras para ponerla primero ,Lópes Aliaga triunfará el 12 de abril ,y será el mejor presidente de la historia , Porki el Perú entero está contigo ,no hagan caso a las encuestas truchas.❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹🇵🇪❤️‍🩹Porki es el Rey👑👑👑👑👑👑👑👑👑👑👑👑",UCQ1XMongbQwNXm5-TIe1WoA,@silviahesteroreacantara6740,0,UgxaiA2bP8Nu-i3od-J4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:58:23Z,2026-04-05T17:58:23Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.4740689694881439
"EL PAIS SABE DE ESTAS ENCUESTAS, SON FAVORABLES A LOS CANDIDATOS QUE INVIERTE EN ELLOS. SON ENCUESTAS QUE NO SON DE FIAR. 

.
COMO PUEDE SER QUE EL 95% DEL PAIS NO APRUEBA EL PRESENTE CONGRESO Y QUE RESULTE QUE ESTOS MISMOS PARTIDOS ESTEN EN GRUPO EN 55 % , NO TIENE LOGICA.",UCWp6Xy1Y18aO8OdCGMmUVng,@ernestocosmoschavez3626,0,UgzThGZKAF0e2d-Lvu94AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:57:26Z,2026-04-05T17:57:26Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.785453200340271
NADIE LES CREE 💩💩💩💩💩💩💩💩💩💩🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀😉😉😉,UCgfUB6Lp8piE8vWlHiKYQ1A,@AntonioParker777,0,UgwTL0o8UWelLI0VVNB4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:54:50Z,2026-04-05T17:54:50Z,0,neutral,rpp_elecciones.json,rpp elecciones,positive,0.4133785367012024
TODAS LAS ENCUESTADORAS SON CORRUPTAS TODAS,UCgfUB6Lp8piE8vWlHiKYQ1A,@AntonioParker777,0,UgzfSaZZVdXX3JyVCq54AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:54:23Z,2026-04-05T17:54:23Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9730209112167358
Cuánta falsedad 😡😡,UChsF9cdyd5LopDqo6jhEGZA,@celiabarreda4503,0,UgwzChOJMmN1xzSeI8t4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:54:22Z,2026-04-05T17:54:22Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5358731150627136
esta encuesta es increíble como es posible q un chistoso q no hace campaña este en tercer lugar ... el domingo veremos la realidad porque esta encuesta siempre nos engaño ¡,UCTjoq9ANlx7CRcgSRjM8kBg,@jhonnypolo7848,0,Ugy4HW5wblZgbmfD3FR4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:54:12Z,2026-04-05T17:54:12Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9234395623207092
"""CPI"" ES OTRA ENCUESTADORA BASURA Y CORRUPTA CON OMAR CASTRO A LA CABEZA. TODO LO QUE HA PULICADO Y LO QUE DICE ES PURA MIERDA, COMO LO HAN ""ACEITADO BIEN"", MUEVE A LOS CANDIDATOS A SU GUSTO Y PENSANDO QUE LA GENTE LE VA A CRÉER. OMAR, PARA QUE SEPAS, LA GENTE YA ABRIÓ LOS OJOS GRACIAS AL SR. RAFAEL LÓPEZ ALIAGA QUE SE HA ENCARGADO DE DESTAPAR TODA LA PUODREDUBMRE DE LOS PARTIDOS DE KEIKO FUJIMORI, CÉSAR ACUÑA, JOSÉ LUNA GÁLVEZ Y OTROS QUE SE HAN ""LEVANTADO AL PERÚ EN PESO"" SIN IMPORTARLES UN CARAJO LAS CONSECUENCIAS DE QUE EL PUEBLO SUFRA. CON LO QUE DIJO KENJI FUJIMORI SOBRE SU HERMANA KEIKO Y FUERZA POPULAR VERDADERAMENTE ES PARA DESCARTAR PARA SIEMPRE A ESTA JAPONESA CORRUPTA QUE QUIERE LLEGAR A PALACIO HACIÉNDOSE LA SANTITA Y PROMETIENDO QUE VA A CAMBIAR EL PERÚ. !!KEIKO, YA FUISTE!! TODOS LOS CORRUPTOS ESTÁN TEMBLANDO DE MIEDO PORQUE SABEN DE QUE EL SR. RAFAEL LÓPEZ ALIAGA VA A GANAR DE LEEEEJOS LAS ELECCIONES, Y TODAD LA TRAFA VA A DESAPARECER. POR ESO ES QUE TODAS ESTAS ENCUESTADORAS TRUCHAS ESTÁN DESESPERADAS BAJONEANDO A PORKY, YA LO PUSIERON EN EL TERCER LUGAR, PERO LA SUERTE YA ESTÁ ECHADA.",UCnBHzbRHAvVL_TvROIGJMxg,@jason124561,0,Ugwz3-mo2fyWaVUYzzN4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:53:33Z,2026-04-05T17:53:33Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.9513620138168335
"Las encuestas amañadas, tras elecciones quedarán en el ridículo.",UCS1z7YIQsK4RggRPALd181Q,@elconsultorciudadano768,0,UgyuQCG4DNWxzCLMGn94AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:53:28Z,2026-04-05T17:53:28Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.6119352579116821
"El Dr. Alfonso López Chau ( Símbolo de los CINCO CASCOS), ayer llenó plaza de Cusco y hoy en Puno, extraño que el Sr. Álvarez que no llena igual o menos siquiera esté con mayor votación en la encuesta.",UCvxm_6O16uGWt3AUHBFov7w,@hugocespedes3128,0,Ugx3yNiUlkE3LexQoaV4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:53:25Z,2026-04-05T17:53:25Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5431952476501465
Votar con conciencia por favor.,UCBKn7FUbnGCR2TC2zwKpfvw,@gabypomaapaico8809,0,UgzaGbV3ksWo-v1_PTB4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:52:42Z,2026-04-05T17:52:42Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.5875614881515503
"Todas las encuestas van con una orientacion de alzar a Keyko y sacar de carrera a Porky;  por que prefieren mil veces pasar con Keyko, es un pan comido; asi que se viene de hecho un fraude electoral, estemos atentos simpatisantes de Porky, los organos electorales hoy estan podridos.",UCMQEWHfeosxTtBhuQ8d4pww,@nilowalterhinojosavivanco574,0,Ugw7_TdATvGbgPga22d4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:51:34Z,2026-04-05T17:51:34Z,0,neutral,rpp_elecciones.json,rpp elecciones,negative,0.861312985420227
"Votaré para la persona que muestre todo los bienes que tiene, pues así no robará",UCBKn7FUbnGCR2TC2zwKpfvw,@gabypomaapaico8809,0,UgxcdZ7oPWk_OPv8nzh4AaABAg,dXXtwWtc1-Y,EXCLUSIVO RPP 🔴ENCUESTA CPI 🗳️ A UNA SEMANA DE LAS ELECCIONES 2026 #ADNRPP,RPP Noticias,2026-04-05T17:50:40Z,2026-04-05T17:50:40Z,0,neutral,rpp_elecciones.json,rpp elecciones,neutral,0.47437986731529236
